0,1,2,3,4,5,6
0.5163390029257643,0.4984860684727339,0.5281593191096543,0.4992497824893147,0.48972957820734137,0.5055812482812194,0.47625085616394464
0.5329262602752313,0.4975398447432879,0.5577811585631546,0.4963820540385201,0.4792941163170931,0.5146385314776536,0.4493720522491793
0.5544626700836555,0.4966750111557353,0.5883787856539731,0.49492877360022913,0.4708201538591849,0.5216134072467152,0.42004734193861676
0.5776646720820896,0.495438155180319,0.615701673963905,0.49490299459155224,0.46447848794145735,0.5251378894171352,0.39302998702734765
0.5994571434439164,0.49331247474798934,0.637867806838603,0.495746370506637,0.4595334482433653,0.5252917886064611,0.3706676952590978
0.6180006848353358,0.49024086860943555,0.6546986683673857,0.49682026738370566,0.4553958726597091,0.5229154706823552,0.3534592979049966
0.6327441917119434,0.4865643647374466,0.6669141038435087,0.4976735078674287,0.45185273419226074,0.5190326453956583,0.3408874862540711
0.64396768669429,0.4827443030794815,0.675526498156096,0.4980905615638737,0.44892289771089694,0.5145240309576323,0.3320788138435268
0.6523027405970531,0.4791602162085953,0.6815047248036882,0.498033937151751,0.44667422310299393,0.5100151781010327,0.32615634733885634
0.6584266409973539,0.4760393468314659,0.6856385453276977,0.4975659512867177,0.44512551563378405,0.5058829669862416,0.32237023050796026
0.6629200563433418,0.47346678057793806,0.6885187013611013,0.4967857860969552,0.4442258431348327,0.502307761264266,0.32011958892805736
0.6662285313537514,0.4714264241940306,0.690561769765252,0.4957962297916272,0.44387480158305226,0.49933372797588466,0.3189400428126298
0.6686723217842699,0.46984681171113835,0.6920511110207445,0.49468224879124006,0.4439500226439822,0.4969255513698676,0.31847968633962614
0.6704773292381088,0.4686346916631375,0.6931756718510713,0.4935057127166184,0.44432985323889196,0.495009798525514,0.31847441132857407
0.6718017444421606,0.46769639535139323,0.6940578801963126,0.4923102819697411,0.4449074818454467,0.49350197986076766,0.31873285706780413
0.6727567896633361,0.4669508306572342,0.694774864466626,0.491128232465518,0.44559710757837817,0.4923214502930732,0.31912344630423745
0.6734244808926695,0.4663344888320791,0.6953757388891905,0.4899801874108907,0.44633376137555186,0.4913992770523086,0.3195561164197982
0.6738671049838165,0.46580111667189344,0.6958909614374147,0.4888810479669442,0.4470716072656088,0.4906796701922271,0.31997436221135206
0.6741325840710733,0.4653188852965811,0.6963407976904743,0.4878394270047855,0.4477796210312636,0.4901176282070421,0.32034259970603923
0.6742596611734604,0.464866605255067,0.696738718298057,0.4868607485470495,0.4484387291863851,0.48967756712462823,0.3206404441153872
0.6742808804269547,0.4644324450254428,0.6970927698871884,0.4859473967795099,0.4490384115112791,0.4893326052508005,0.3208582394869616
0.6742221102473329,0.46401151702686966,0.6974079592480178,0.48510077241130856,0.4495747937040751,0.48906259621608095,0.3209962838439858
0.6741052851438252,0.4636043577011471,0.697688399101025,0.4843196237449144,0.45004829299728233,0.4888536223362296,0.3210610740927273
0.6739484057191149,0.46321308301315034,0.6979370696784418,0.4836030269083402,0.4504623962625841,0.48869459714756913,0.3210617297438185
0.516336857158557,0.49848708175168827,0.5281606900164809,0.4992487394080387,0.4897299656375284,0.5055811290719325,0.4762541046170784
0.5329162466949307,0.4975444343009047,0.5577839003768078,0.49637835855057105,0.47929673892143615,0.5146387102915838,0.4493858209220949
0.5544351923424733,0.4966890778518077,0.588382719560519,0.4949184321944362,0.4708273362188062,0.5216166258974603,0.42007949864440886
0.5776089417393448,0.49547269607173405,0.6157064423354758,0.4948794209547159,0.46449470040466884,0.5251499295551073,0.39308634321887026
0.599363206523953,0.49337845708931194,0.6378748997913145,0.49570530290668696,0.45956515791405844,0.5253168225567,0.3707484595526072
0.6178617464086641,0.4903454151556685,0.6547095760173538,0.4967619144368971,0.4554508877462688,0.5229533792355741,0.3535605363939454
0.6325559602441488,0.4867106345347417,0.6669288261907335,0.4976006411897234,0.45193817744966414,0.519079911877895,0.341003894125085
0.6437291489064136,0.4829316106744285,0.6755433662705277,0.4980071150617981,0.449044342173373,0.5145761254159866,0.3322060995621905
0.6520161018609466,0.479385342950398,0.6815233214528144,0.49794122212748054,0.44683461920042855,0.5100681666290383,0.32628929549876245
0.6580991730796645,0.47629606403478714,0.6856604202322788,0.49746235841485525,0.445325131587076,0.505934107770301,0.3225009434936917
0.6625623688708163,0.4737463263600547,0.6885457022651208,0.4966694080288819,0.44446247357214796,0.502354491304712,0.32023936446149437
0.6658561215339982,0.47172113935814053,0.6905977709706115,0.49565964574912275,0.4441432310980269,0.49937723936558565,0.31903788383683324
0.6683033094292616,0.47015109342067046,0.6920994503875434,0.4945166372869422,0.44424336690021576,0.4969698972245765,0.3185468905764762
0.6701288804855036,0.4689451722556845,0.6932404620997895,0.49330144760046624,0.4446399165978124,0.49506037306546097,0.3185048394996711
0.6714870915230701,0.468010809850469,0.694143055233496,0.4920605385099577,0.445225681238295,0.49356286600402727,0.3187233799293038
0.6724851712976807,0.4672659306097202,0.6948851330592005,0.4908276462441128,0.4459146215178186,0.49239398914412263,0.31907015975191466
0.673200129010219,0.4666455952733921,0.695514438897256,0.48962700009085575,0.4466420365951475,0.4914815910648799,0.31945660646554436
0.6736891851195459,0.46610128566096365,0.6960581524656155,0.48847910404783934,0.4473634912080604,0.4907661267275164,0.31982847984355556
0.6739958510162537,0.4656013517062721,0.6965308172975704,0.4873995149272362,0.4480506135459371,0.49020170055659434,0.32015615637755407
0.6741565451382214,0.4651286868763819,0.696941970136262,0.4863961303444214,0.448687131540922,0.4897553213819774,0.3204250031272767
0.674202679133178,0.46467417166070374,0.697300492073741,0.48547029140389264,0.4492647303451547,0.48940231288128716,0.32062646682621526
0.6741619095562397,0.46423276946678804,0.6976132376441404,0.48462202790797193,0.4497811449821571,0.48912342275469717,0.32075720961426907
